Change,Analyst,Recommendation,Date
Downgrade,JP Morgan,Overweight to Neutral,2/3/2022
Maintains,UBS,to Buy,2/3/2022
Maintains,Truist Securities,to Buy,2/3/2022
Maintains,Piper Sandler,to Neutral,2/3/2022
Maintains,Goldman Sachs,to Buy,2/3/2022
Maintains,Barclays,to Overweight,2/3/2022
Maintains,JMP Securities,to Market Outperform,2/3/2022
Maintains,Mizuho,to Buy,2/3/2022
Downgrade,BMO Capital,Outperform to Market Perform,2/3/2022
Downgrade,Raymond James,Strong Buy to Outperform,2/3/2022
Maintains,Keybanc,to Overweight,2/3/2022
Maintains,RBC Capital,to Outperform,1/26/2022
Maintains,Morgan Stanley,to Overweight,1/19/2022
