Change,Analyst,Recommendation,Date
Initiated,Macquarie,to Neutral,12/6/2016
Upgrade,JP Morgan,Neutral to Overweight,11/30/2016
Initiated,SunTrust Robinson Humphrey,to Buy,9/13/2016
Maintains,Jefferies,to Buy,7/29/2016
Maintains,Citigroup,to Buy,7/13/2016
Maintains,Citigroup,to Buy,7/11/2016
Maintains,Deutsche Bank,to Hold,5/27/2016
Maintains,Stifel Nicolaus,to Buy,5/3/2016
Downgrade,JP Morgan,Overweight to Neutral,5/3/2016
Downgrade,Wells Fargo,Outperform to Market Perform,3/4/2016
Initiated,Deutsche Bank,to Hold,2/23/2016
Upgrade,Stifel Nicolaus,Hold to Buy,1/26/2016
Initiated,Moffett Nathanson,to Buy,1/11/2016
Downgrade,Evercore ISI Group,Buy to Hold,11/5/2015
Maintains,Barclays,to Overweight,10/19/2015
Maintains,JP Morgan,to Overweight,10/7/2015
Upgrade,Macquarie,Neutral to Outperform,10/5/2015
Maintains,Citigroup,to Neutral,10/2/2015
Initiated,BTIG Research,to Buy,6/18/2015
Maintains,Citigroup,to Neutral,4/27/2015
Maintains,Barclays,to Overweight,3/2/2015
Downgrade,RBC Capital,Top Pick to Outperform,3/2/2015
Maintains,Citigroup,to Neutral,2/27/2015
Maintains,Citigroup,to Neutral,2/23/2015
Downgrade,Macquarie,Outperform to Neutral,2/6/2015
Maintains,Jefferies,to Buy,11/12/2014
Maintains,Canaccord Genuity,to Buy,11/6/2014
Maintains,Jefferies,to Buy,7/29/2014
Maintains,JP Morgan,to Overweight,7/28/2014
Maintains,Barclays,to Overweight,7/28/2014
Maintains,Citigroup,to Neutral,7/25/2014
Initiated,Credit Suisse,to Neutral,6/13/2014
Maintains,Jefferies,to Buy,5/21/2014
Maintains,Pacific Crest,to Outperform,5/5/2014
Maintains,Nomura,to Buy,5/5/2014
Maintains,Evercore Partners,to Overweight,5/5/2014
Initiated,Jefferies,to Buy,12/19/2013
Maintains,Deutsche Bank,to Buy,11/6/2013
Maintains,Nomura,to Buy,9/16/2013
Maintains,Deutsche Bank,to Buy,8/5/2013
Initiated,Barclays,to Overweight,5/17/2013
Maintains,Bank of America,to Buy,4/30/2013
Maintains,Canaccord Genuity,to Buy,2/25/2013
Initiated,Pacific Crest,to Outperform,1/22/2013
Maintains,Deutsche Bank,to Buy,1/15/2013
Maintains,Nomura,to Buy,1/14/2013
Downgrade,Macquarie,Outperform to Neutral,1/3/2013
Maintains,Citigroup,to Buy,1/2/2013
Maintains,Morgan Stanley,to Overweight,12/19/2012
Upgrade,RBC Capital,Outperform to Top Pick,12/4/2012
Upgrade,RBC Capital,Outperform to,12/4/2012
Maintains,Deutsche Bank,to Buy,11/7/2012
Maintains,Canaccord Genuity,to Buy,11/6/2012
Maintains,Barclays,to Overweight,10/17/2012
Maintains,Deutsche Bank,to Buy,10/16/2012
Initiated,Nomura,to Buy,10/11/2012
Maintains,Goldman Sachs,to Buy,10/9/2012
Upgrade,Citigroup,Neutral to Buy,10/4/2012
Downgrade,Citigroup,Buy to Neutral,8/16/2012
Maintains,Deutsche Bank,to Buy,8/6/2012
Maintains,Canaccord Genuity,to Buy,8/3/2012
Maintains,Bank of America,to Buy,8/3/2012
Maintains,PiperJaffray,to Overweight,8/3/2012
Maintains,Benchmark,to Buy,8/3/2012
Upgrade,Stifel Nicolaus,Hold to Buy,7/27/2012
Maintains,Morgan Stanley,to Overweight,7/24/2012
Maintains,Canaccord Genuity,to Buy,6/27/2012
Maintains,Deutsche Bank,to Buy,6/27/2012
