Change,Analyst,Recommendation,Date
Initiated,Credit Suisse,to Outperform,6/19/2013
Initiated,BMO Capital,to Market Perform,5/21/2013
Maintains,Bank of America,to Buy,4/17/2013
Maintains,Deutsche Bank,to Buy,4/15/2013
Downgrade,Davenport,Buy to Neutral,4/12/2013
Upgrade,Credit Agricole,Underperform to Outperform,3/14/2013
Initiated,Tigress Financial,to Neutral,2/25/2013
Maintains,UBS,to Neutral,2/13/2013
Downgrade,Argus,Buy to Hold,5/5/2018
Maintains,Deutsche Bank,to Buy,10/17/2012
Maintains,Citigroup,to Buy,10/16/2012
Downgrade,CLSA,Outperform to Underperform,10/15/2012
Maintains,Goldman Sachs,to Neutral,10/10/2012
Maintains,UBS,to Neutral,9/27/2012
Maintains,Barclays,to Overweight,8/17/2012
Downgrade,Goldman Sachs,Buy to Neutral,8/13/2012
Maintains,UBS,to Neutral,4/18/2012
Maintains,Deutsche Bank,to Buy,4/12/2012
Downgrade,Stifel Nicolaus,to Hold,4/3/2012
Maintains,UBS,to,2/8/2012
